index,PHECODE,PHENOTYPE,STR,SAB,CODE,TFIDF,voca_concept
737870,389.1,Sensorineural hearing loss,Tinnitus symptom NOS,SNOMEDCT_US,139624001,7.239417560792974,SNOMEDCT_US:139624001
737904,389.1,Sensorineural hearing loss,(Tinnitus) or (hearing noises),SNOMEDCT_US,194392000,7.239417560792974,SNOMEDCT_US:194392000
737869,389.1,Sensorineural hearing loss,Ringing in ear,SNOMEDCT_US,139621009,7.239417560792974,SNOMEDCT_US:139621009
737906,389.1,Sensorineural hearing loss,Tinnitus NOS,SNOMEDCT_US,194395003,7.239417560792974,SNOMEDCT_US:194395003
737905,389.1,Sensorineural hearing loss,Unspecified tinnitus,SNOMEDCT_US,194393005,7.239417560792974,SNOMEDCT_US:194393005
737988,389.1,Sensorineural hearing loss,Ototoxicity,SNOMEDCT_US,9062008,6.734552186723051,SNOMEDCT_US:9062008
737959,389.1,Sensorineural hearing loss,Death,SNOMEDCT_US,419620001,6.670963299312229,SNOMEDCT_US:419620001
737817,389.1,Sensorineural hearing loss,Expired,LNC,10325-1,6.670963299312229,LNC:10325-1
737819,389.1,Sensorineural hearing loss,Deceased,LNC,10939-9,6.670963299312229,LNC:10939-9
737947,389.1,Sensorineural hearing loss,Audiogram,SNOMEDCT_US,34091002,6.4254404744629765,SNOMEDCT_US:34091002
737957,389.1,Sensorineural hearing loss,Auditory acuity evaluation,SNOMEDCT_US,398280008,6.4254404744629765,SNOMEDCT_US:398280008
737956,389.1,Sensorineural hearing loss,Clinical test of hearing,SNOMEDCT_US,398171003,6.4254404744629765,SNOMEDCT_US:398171003
737871,389.1,Sensorineural hearing loss,Auditory testing,SNOMEDCT_US,141914007,6.4254404744629765,SNOMEDCT_US:141914007
737945,389.1,Sensorineural hearing loss,Audiogram,SNOMEDCT_US,32921008,6.4254404744629765,SNOMEDCT_US:32921008
737894,389.1,Sensorineural hearing loss,Auditory testing,SNOMEDCT_US,164745006,6.4254404744629765,SNOMEDCT_US:164745006
737873,389.1,Sensorineural hearing loss,Individual hearing examination,SNOMEDCT_US,148632000,6.4254404744629765,SNOMEDCT_US:148632000
737808,389.1,Sensorineural hearing loss,Clinical hearing test,ICD9CM,95.42,6.4254404744629765,ICD9CM:95.42
737921,389.1,Sensorineural hearing loss,Auditory testing,SNOMEDCT_US,252575000,6.4254404744629765,SNOMEDCT_US:252575000
737809,389.1,Sensorineural hearing loss,Hearing examination NOS,ICD9CM,95.47,6.4254404744629765,ICD9CM:95.47
737952,389.1,Sensorineural hearing loss,Stereocilium,SNOMEDCT_US,36828001,6.29283951361815,SNOMEDCT_US:36828001
737888,389.1,Sensorineural hearing loss,Deafness NOS,SNOMEDCT_US,155259007,6.174409248472145,SNOMEDCT_US:155259007
737890,389.1,Sensorineural hearing loss,Deafness,SNOMEDCT_US,162341001,6.174409248472145,SNOMEDCT_US:162341001
737930,389.1,Sensorineural hearing loss,Deafness NOS,SNOMEDCT_US,267678002,6.174409248472145,SNOMEDCT_US:267678002
737867,389.1,Sensorineural hearing loss,Deafness,SNOMEDCT_US,139613003,6.174409248472145,SNOMEDCT_US:139613003
737912,389.1,Sensorineural hearing loss,Deafness NOS,SNOMEDCT_US,194432002,6.174409248472145,SNOMEDCT_US:194432002
737954,389.1,Sensorineural hearing loss,Vestibular schwannoma,SNOMEDCT_US,389982003,5.893857926524508,SNOMEDCT_US:389982003
737935,389.1,Sensorineural hearing loss,Acoustic neuroma,SNOMEDCT_US,269643009,5.893857926524508,SNOMEDCT_US:269643009
737863,389.1,Sensorineural hearing loss,AN - Acoustic neuroma,SNOMEDCT_US,126949007,5.893857926524508,SNOMEDCT_US:126949007
737877,389.1,Sensorineural hearing loss,Acoustic neuroma,SNOMEDCT_US,154621002,5.893857926524508,SNOMEDCT_US:154621002
737992,389.1,Sensorineural hearing loss,Acoustic neuroma,SNOMEDCT_US,985004,5.893857926524508,SNOMEDCT_US:985004
737922,389.1,Sensorineural hearing loss,PTA - Pure tone audiometry,SNOMEDCT_US,252577008,5.869214799306721,SNOMEDCT_US:252577008
737969,389.1,Sensorineural hearing loss,Low frequency,SNOMEDCT_US,5878004,5.727456053658615,SNOMEDCT_US:5878004
737987,389.1,Sensorineural hearing loss,Acoustic and vestibular nerves,SNOMEDCT_US,8598002,5.489959765367582,SNOMEDCT_US:8598002
737927,389.1,Sensorineural hearing loss,dB,SNOMEDCT_US,259042002,5.245058035089122,SNOMEDCT_US:259042002
737749,389.1,Sensorineural hearing loss,Meniere's disease NOS,ICD9CM,386.00,5.238984823577342,ICD9CM:386.00
737751,389.1,Sensorineural hearing loss,"Active Meniere's disease, cochlear",ICD9CM,386.02,5.238984823577342,ICD9CM:386.02
737903,389.1,Sensorineural hearing loss,Meniere's disease NOS,SNOMEDCT_US,194352002,5.238984823577342,SNOMEDCT_US:194352002
737516,389.1,Sensorineural hearing loss,Meniere's disease,ICD10CM,H81.0,5.238984823577342,ICD10CM:H81.0
737752,389.1,Sensorineural hearing loss,"Active Meniere's disease, vestibular",ICD9CM,386.03,5.238984823577342,ICD9CM:386.03
737517,389.1,Sensorineural hearing loss,"Meniere's disease, right ear",ICD10CM,H81.01,5.238984823577342,ICD10CM:H81.01
737865,389.1,Sensorineural hearing loss,Auditory vertigo,SNOMEDCT_US,13445001,5.238984823577342,SNOMEDCT_US:13445001
737879,389.1,Sensorineural hearing loss,Meniere syndrome,SNOMEDCT_US,155235002,5.238984823577342,SNOMEDCT_US:155235002
737901,389.1,Sensorineural hearing loss,Meniere disease,SNOMEDCT_US,194346003,5.238984823577342,SNOMEDCT_US:194346003
737750,389.1,Sensorineural hearing loss,"Active Meniere's disease, cochleovestibular",ICD9CM,386.01,5.238984823577342,ICD9CM:386.01
737902,389.1,Sensorineural hearing loss,Unspecified Meniere's disease,SNOMEDCT_US,194347007,5.238984823577342,SNOMEDCT_US:194347007
737518,389.1,Sensorineural hearing loss,"Meniere's disease, left ear",ICD10CM,H81.02,5.238984823577342,ICD10CM:H81.02
737753,389.1,Sensorineural hearing loss,Inactive Meniere's disease,ICD9CM,386.04,5.238984823577342,ICD9CM:386.04
737748,389.1,Sensorineural hearing loss,Meniere's disease,ICD9CM,386.0,5.238984823577342,ICD9CM:386.0
737521,389.1,Sensorineural hearing loss,Aural vertigo,ICD10CM,H81.31,5.238984823577342,ICD10CM:H81.31
737519,389.1,Sensorineural hearing loss,"Meniere's disease, bilateral",ICD10CM,H81.03,5.238984823577342,ICD10CM:H81.03
737520,389.1,Sensorineural hearing loss,"Meniere's disease, unspecified ear",ICD10CM,H81.09,5.238984823577342,ICD10CM:H81.09
737882,389.1,Sensorineural hearing loss,Noise-induced hearing loss,SNOMEDCT_US,155246004,4.348436337474007,SNOMEDCT_US:155246004
737990,389.1,Sensorineural hearing loss,Unilateral hearing loss,SNOMEDCT_US,95819006,4.317010796606129,SNOMEDCT_US:95819006
737948,389.1,Sensorineural hearing loss,Severe hearing loss,SNOMEDCT_US,3561000119106,4.239502892675386,SNOMEDCT_US:3561000119106
737979,389.1,Sensorineural hearing loss,Sudden sensorineural hearing loss,SNOMEDCT_US,715239002,4.182793353606046,SNOMEDCT_US:715239002
737851,389.1,Sensorineural hearing loss,Threshold,LNC,MTHU041161,3.9933377208431216,LNC:MTHU041161
737839,389.1,Sensorineural hearing loss,Threshold,LNC,6875-1,3.9933377208431216,LNC:6875-1
737862,389.1,Sensorineural hearing loss,THRESHOLD,SNOMEDCT_US,118589004,3.9933377208431216,SNOMEDCT_US:118589004
737916,389.1,Sensorineural hearing loss,Threshold,SNOMEDCT_US,246510005,3.9933377208431216,SNOMEDCT_US:246510005
737833,389.1,Sensorineural hearing loss,Threshold,LNC,130486-6,3.9933377208431216,LNC:130486-6
737970,389.1,Sensorineural hearing loss,Aid to hearing,SNOMEDCT_US,6012004,3.894788431698156,SNOMEDCT_US:6012004
737938,389.1,Sensorineural hearing loss,High frequency,SNOMEDCT_US,27732004,3.790516155157374,SNOMEDCT_US:27732004
737831,389.1,Sensorineural hearing loss,Curved,LNC,9211-9,3.452899286544464,LNC:9211-9
737971,389.1,Sensorineural hearing loss,Curved,SNOMEDCT_US,60301000,3.452899286544464,SNOMEDCT_US:60301000
737908,389.1,Sensorineural hearing loss,Unspecified conductive hearing loss,SNOMEDCT_US,194412003,3.311797692835792,SNOMEDCT_US:194412003
737909,389.1,Sensorineural hearing loss,Conductive hearing loss NOS,SNOMEDCT_US,194420001,3.311797692835792,SNOMEDCT_US:194420001
737885,389.1,Sensorineural hearing loss,Conductive hearing loss,SNOMEDCT_US,155255001,3.311797692835792,SNOMEDCT_US:155255001
737827,389.1,Sensorineural hearing loss,Conductive hearing loss,LNC,24487-3,3.311797692835792,LNC:24487-3
737866,389.1,Sensorineural hearing loss,Hearing normal,SNOMEDCT_US,139611001,3.2743655147358384,SNOMEDCT_US:139611001
737807,389.1,Sensorineural hearing loss,Audiometry,ICD9CM,95.41,3.2743655147358384,ICD9CM:95.41
737937,389.1,Sensorineural hearing loss,Audiometry,SNOMEDCT_US,277300001,3.2743655147358384,SNOMEDCT_US:277300001
737857,389.1,Sensorineural hearing loss,Normal hearing,SNOMEDCT_US,11213000,3.2743655147358384,SNOMEDCT_US:11213000
737913,389.1,Sensorineural hearing loss,Audiometric test,SNOMEDCT_US,21727005,3.2743655147358384,SNOMEDCT_US:21727005
737889,389.1,Sensorineural hearing loss,Hearing normal,SNOMEDCT_US,162339002,3.2743655147358384,SNOMEDCT_US:162339002
737895,389.1,Sensorineural hearing loss,Audiometry,SNOMEDCT_US,164760009,3.2743655147358384,SNOMEDCT_US:164760009
737872,389.1,Sensorineural hearing loss,Audiometry,SNOMEDCT_US,141925003,3.2743655147358384,SNOMEDCT_US:141925003
737958,389.1,Sensorineural hearing loss,Intratympanic,SNOMEDCT_US,418091004,3.2379625450150664,SNOMEDCT_US:418091004
737944,389.1,Sensorineural hearing loss,[V]Exposure to noise,SNOMEDCT_US,316172007,3.146419756809075,SNOMEDCT_US:316172007
737960,389.1,Sensorineural hearing loss,Mitochondrial mutation,SNOMEDCT_US,430934002,3.146419756809075,SNOMEDCT_US:430934002
737896,389.1,Sensorineural hearing loss,BC - Bone conduction,SNOMEDCT_US,16476001,2.958968006588019,SNOMEDCT_US:16476001
737925,389.1,Sensorineural hearing loss,Middle ear,SNOMEDCT_US,25342003,2.668535280030413,SNOMEDCT_US:25342003
737816,389.1,Sensorineural hearing loss,"During the past 12 months, what is the longest time that one episode of this pain has lasted [PhenX]",LNC,67134-7,2.609061802484405,LNC:67134-7
737943,389.1,Sensorineural hearing loss,Conversational disorder,SNOMEDCT_US,310826002,2.509676012163628,SNOMEDCT_US:310826002
737924,389.1,Sensorineural hearing loss,Speech audiometry,SNOMEDCT_US,252592009,2.509676012163628,SNOMEDCT_US:252592009
737834,389.1,Sensorineural hearing loss,Solvents,LNC,133212-3,2.4027978052251213,LNC:133212-3
737974,389.1,Sensorineural hearing loss,Solvent,SNOMEDCT_US,61010005,2.4027978052251213,SNOMEDCT_US:61010005
737820,389.1,Sensorineural hearing loss,Solvents,LNC,15876-8,2.4027978052251213,LNC:15876-8
737509,389.1,Sensorineural hearing loss,Meningitis in other infectious and parasitic diseases classified elsewhere,ICD10CM,G02,2.3023261174276533,ICD10CM:G02
737507,389.1,Sensorineural hearing loss,"Bacterial meningitis, unspecified",ICD10CM,G00.9,2.3023261174276533,ICD10CM:G00.9
737508,389.1,Sensorineural hearing loss,Meningitis in bacterial diseases classified elsewhere,ICD10CM,G01,2.3023261174276533,ICD10CM:G01
737505,389.1,Sensorineural hearing loss,Staphylococcal meningitis,ICD10CM,G00.3,2.3023261174276533,ICD10CM:G00.3
737515,389.1,Sensorineural hearing loss,"Bacterial meningoencephalitis and meningomyelitis, not elsewhere classified",ICD10CM,G04.2,2.3023261174276533,ICD10CM:G04.2
737514,389.1,Sensorineural hearing loss,"Meningitis, unspecified",ICD10CM,G03.9,2.3023261174276533,ICD10CM:G03.9
737513,389.1,Sensorineural hearing loss,Benign recurrent meningitis [Mollaret],ICD10CM,G03.2,2.3023261174276533,ICD10CM:G03.2
737512,389.1,Sensorineural hearing loss,Chronic meningitis,ICD10CM,G03.1,2.3023261174276533,ICD10CM:G03.1
737511,389.1,Sensorineural hearing loss,Nonpyogenic meningitis,ICD10CM,G03.0,2.3023261174276533,ICD10CM:G03.0
737510,389.1,Sensorineural hearing loss,Meningitis due to other and unspecified causes,ICD10CM,G03,2.3023261174276533,ICD10CM:G03
737506,389.1,Sensorineural hearing loss,Other bacterial meningitis,ICD10CM,G00.8,2.3023261174276533,ICD10CM:G00.8
737463,389.1,Sensorineural hearing loss,"Viral meningitis, unspecified",ICD10CM,A87.9,2.3023261174276533,ICD10CM:A87.9
737504,389.1,Sensorineural hearing loss,Streptococcal meningitis,ICD10CM,G00.2,2.3023261174276533,ICD10CM:G00.2
737503,389.1,Sensorineural hearing loss,Pneumococcal meningitis,ICD10CM,G00.1,2.3023261174276533,ICD10CM:G00.1
737991,389.1,Sensorineural hearing loss,BM - Bacterial meningitis,SNOMEDCT_US,95883001,2.3023261174276533,SNOMEDCT_US:95883001
737417,389.1,Sensorineural hearing loss,Salmonella meningitis,ICD10CM,A02.21,2.3023261174276533,ICD10CM:A02.21
737418,389.1,Sensorineural hearing loss,Aseptic meningitis in leptospirosis,ICD10CM,A27.81,2.3023261174276533,ICD10CM:A27.81
737424,389.1,Sensorineural hearing loss,Meningococcal meningitis,ICD10CM,A39.0,2.3023261174276533,ICD10CM:A39.0
737931,389.1,Sensorineural hearing loss,Bacterial meningitis,SNOMEDCT_US,267680008,2.3023261174276533,SNOMEDCT_US:267680008
737900,389.1,Sensorineural hearing loss,Bacterial meningitis NOS,SNOMEDCT_US,192662001,2.3023261174276533,SNOMEDCT_US:192662001
737458,389.1,Sensorineural hearing loss,Viral meningitis,ICD10CM,A87,2.3023261174276533,ICD10CM:A87
737459,389.1,Sensorineural hearing loss,Enteroviral meningitis,ICD10CM,A87.0,2.3023261174276533,ICD10CM:A87.0
737460,389.1,Sensorineural hearing loss,Adenoviral meningitis,ICD10CM,A87.1,2.3023261174276533,ICD10CM:A87.1
737461,389.1,Sensorineural hearing loss,Lymphocytic choriomeningitis,ICD10CM,A87.2,2.3023261174276533,ICD10CM:A87.2
737462,389.1,Sensorineural hearing loss,Other viral meningitis,ICD10CM,A87.8,2.3023261174276533,ICD10CM:A87.8
737878,389.1,Sensorineural hearing loss,Bacterial meningitis,SNOMEDCT_US,154984006,2.3023261174276533,SNOMEDCT_US:154984006
737656,389.1,Sensorineural hearing loss,Meningococcal meningitis,ICD9CM,036.0,2.3023261174276533,ICD9CM:036.0
737464,389.1,Sensorineural hearing loss,Herpesviral meningitis,ICD10CM,B00.3,2.3023261174276533,ICD10CM:B00.3
737465,389.1,Sensorineural hearing loss,Zoster meningitis,ICD10CM,B02.1,2.3023261174276533,ICD10CM:B02.1
737466,389.1,Sensorineural hearing loss,Mumps meningitis,ICD10CM,B26.1,2.3023261174276533,ICD10CM:B26.1
737467,389.1,Sensorineural hearing loss,Candidal meningitis,ICD10CM,B37.5,2.3023261174276533,ICD10CM:B37.5
737468,389.1,Sensorineural hearing loss,Coccidioidomycosis meningitis,ICD10CM,B38.4,2.3023261174276533,ICD10CM:B38.4
737469,389.1,Sensorineural hearing loss,Cerebral cryptococcosis,ICD10CM,B45.1,2.3023261174276533,ICD10CM:B45.1
737501,389.1,Sensorineural hearing loss,"Bacterial meningitis, not elsewhere classified",ICD10CM,G00,2.3023261174276533,ICD10CM:G00
737502,389.1,Sensorineural hearing loss,Hemophilus meningitis,ICD10CM,G00.0,2.3023261174276533,ICD10CM:G00.0
737653,389.1,Sensorineural hearing loss,Salmonella meningitis,ICD9CM,003.21,2.3023261174276533,ICD9CM:003.21
737674,389.1,Sensorineural hearing loss,Mumps meningitis,ICD9CM,072.1,2.3023261174276533,ICD9CM:072.1
737736,389.1,Sensorineural hearing loss,Bacterial meningitis NOS,ICD9CM,320.9,2.3023261174276533,ICD9CM:320.9
737747,389.1,Sensorineural hearing loss,Meningitis NOS,ICD9CM,322.9,2.3023261174276533,ICD9CM:322.9
737745,389.1,Sensorineural hearing loss,Eosinophilic meningitis,ICD9CM,322.1,2.3023261174276533,ICD9CM:322.1
737744,389.1,Sensorineural hearing loss,Nonpyogenic meningitis,ICD9CM,322.0,2.3023261174276533,ICD9CM:322.0
737743,389.1,Sensorineural hearing loss,Meningitis of unspecified cause,ICD9CM,322,2.3023261174276533,ICD9CM:322
737742,389.1,Sensorineural hearing loss,Meningitis due to other nonbacterial organisms classified elsewhere,ICD9CM,321.8,2.3023261174276533,ICD9CM:321.8
737741,389.1,Sensorineural hearing loss,Meningitis due to trypanosomiasis,ICD9CM,321.3,2.3023261174276533,ICD9CM:321.3
737740,389.1,Sensorineural hearing loss,Meningitis due to viruses not elsewhere classified,ICD9CM,321.2,2.3023261174276533,ICD9CM:321.2
737697,389.1,Sensorineural hearing loss,Leptospiral meningitis (aseptic),ICD9CM,100.81,2.3023261174276533,ICD9CM:100.81
737739,389.1,Sensorineural hearing loss,Meningitis in other fungal diseases,ICD9CM,321.1,2.3023261174276533,ICD9CM:321.1
737738,389.1,Sensorineural hearing loss,Cryptococcal meningitis,ICD9CM,321.0,2.3023261174276533,ICD9CM:321.0
737726,389.1,Sensorineural hearing loss,Bacterial meningitis,ICD9CM,320,2.3023261174276533,ICD9CM:320
737727,389.1,Sensorineural hearing loss,Hemophilus meningitis,ICD9CM,320.0,2.3023261174276533,ICD9CM:320.0
737728,389.1,Sensorineural hearing loss,Pneumococcal meningitis,ICD9CM,320.1,2.3023261174276533,ICD9CM:320.1
737729,389.1,Sensorineural hearing loss,Streptococcal meningitis,ICD9CM,320.2,2.3023261174276533,ICD9CM:320.2
737737,389.1,Sensorineural hearing loss,Meningitis due to other organisms,ICD9CM,321,2.3023261174276533,ICD9CM:321
737730,389.1,Sensorineural hearing loss,Staphylococcal meningitis,ICD9CM,320.3,2.3023261174276533,ICD9CM:320.3
737735,389.1,Sensorineural hearing loss,Meningitis due to other specified bacteria,ICD9CM,320.89,2.3023261174276533,ICD9CM:320.89
737731,389.1,Sensorineural hearing loss,Meningitis in other bacterial diseases classified elsewhere,ICD9CM,320.7,2.3023261174276533,ICD9CM:320.7
737734,389.1,Sensorineural hearing loss,"Meningitis due to gram-negative bacteria, not elsewhere classified",ICD9CM,320.82,2.3023261174276533,ICD9CM:320.82
737732,389.1,Sensorineural hearing loss,Meningitis due to other specified bacteria,ICD9CM,320.8,2.3023261174276533,ICD9CM:320.8
737699,389.1,Sensorineural hearing loss,Coccidioidal meningitis,ICD9CM,114.2,2.3023261174276533,ICD9CM:114.2
737698,389.1,Sensorineural hearing loss,Candidal meningitis,ICD9CM,112.83,2.3023261174276533,ICD9CM:112.83
737746,389.1,Sensorineural hearing loss,Chronic meningitis,ICD9CM,322.2,2.3023261174276533,ICD9CM:322.2
737673,389.1,Sensorineural hearing loss,Herpes simplex meningitis,ICD9CM,054.72,2.3023261174276533,ICD9CM:054.72
737672,389.1,Sensorineural hearing loss,Herpes zoster with meningitis,ICD9CM,053.0,2.3023261174276533,ICD9CM:053.0
