index,PHECODE,PHENOTYPE,STR,SAB,CODE,TFIDF,voca_concept
301229,250.2,Type 2 diabetes,Type 2 diabetes mellitus with ketoacidosis with coma,ICD10CM,E11.11,31.200681044917893,ICD10CM:E11.11
301227,250.2,Type 2 diabetes,Type 2 diabetes mellitus with ketoacidosis,ICD10CM,E11.1,31.200681044917893,ICD10CM:E11.1
301226,250.2,Type 2 diabetes,Type 2 diabetes mellitus with hyperosmolarity with coma,ICD10CM,E11.01,31.200681044917893,ICD10CM:E11.01
301225,250.2,Type 2 diabetes,Type 2 diabetes mellitus with hyperosmolarity without nonketotic hyperglycemic-hyperosmolar coma (NKHHC),ICD10CM,E11.00,31.200681044917893,ICD10CM:E11.00
301224,250.2,Type 2 diabetes,Type 2 diabetes mellitus with hyperosmolarity,ICD10CM,E11.0,31.200681044917893,ICD10CM:E11.0
301223,250.2,Type 2 diabetes,Type 2 diabetes mellitus,ICD10CM,E11,31.200681044917893,ICD10CM:E11
663055,250.2,Type 2 diabetes,"Diabetes mellitus type II [non-insulin dependent type] [NIDDM type] [adult-onset type] or unspecified type, not stated as uncontrolled, with other specified manifestations",ICD9CM,250.80,31.200681044917893,ICD9CM:250.80
301243,250.2,Type 2 diabetes,Type 2 diabetes mellitus with diabetic peripheral angiopathy with gangrene,ICD10CM,E11.52,31.200681044917893,ICD10CM:E11.52
301245,250.2,Type 2 diabetes,Type 2 diabetes mellitus with other specified complications,ICD10CM,E11.6,31.200681044917893,ICD10CM:E11.6
663050,250.2,Type 2 diabetes,"Diabetes mellitus type II [non-insulin dependent type] [NIDDM type] [adult-onset type] or unspecified type, not stated as uncontrolled, with peripheral circulatory disorders",ICD9CM,250.70,31.200681044917893,ICD9CM:250.70
301258,250.2,Type 2 diabetes,Type 2 diabetes mellitus with hypoglycemia with coma,ICD10CM,E11.641,31.200681044917893,ICD10CM:E11.641
663062,250.2,Type 2 diabetes,"Diabetes mellitus type II [non-insulin dependent type] [NIDDM type] [adult-onset type] or unspecified type, uncontrolled, with unspecified complication",ICD9CM,250.92,31.200681044917893,ICD9CM:250.92
663060,250.2,Type 2 diabetes,"Diabetes mellitus type II [non-insulin dependent type] [NIDDM type] [adult-onset type] or unspecified type, not stated as uncontrolled, with unspecified complication",ICD9CM,250.90,31.200681044917893,ICD9CM:250.90
663434,250.2,Type 2 diabetes,Diabetes mellitus: [adult onset] or [noninsulin dependent],SNOMEDCT_US,154672006,31.200681044917893,SNOMEDCT_US:154672006
663057,250.2,Type 2 diabetes,"Diabetes mellitus type II [non-insulin dependent type] [NIDDM type] [adult-onset type] or unspecified type, uncontrolled, with other specified manifestations",ICD9CM,250.82,31.200681044917893,ICD9CM:250.82
301263,250.2,Type 2 diabetes,Type 2 diabetes mellitus without complications,ICD10CM,E11.9,31.200681044917893,ICD10CM:E11.9
301262,250.2,Type 2 diabetes,Type 2 diabetes mellitus with unspecified complications,ICD10CM,E11.8,31.200681044917893,ICD10CM:E11.8
301261,250.2,Type 2 diabetes,Type 2 diabetes mellitus with other specified complication,ICD10CM,E11.69,31.200681044917893,ICD10CM:E11.69
301260,250.2,Type 2 diabetes,Type 2 diabetes mellitus with hyperglycemia,ICD10CM,E11.65,31.200681044917893,ICD10CM:E11.65
301259,250.2,Type 2 diabetes,Type 2 diabetes mellitus with hypoglycemia without coma,ICD10CM,E11.649,31.200681044917893,ICD10CM:E11.649
301257,250.2,Type 2 diabetes,Type 2 diabetes mellitus with hypoglycemia,ICD10CM,E11.64,31.200681044917893,ICD10CM:E11.64
301246,250.2,Type 2 diabetes,Type 2 diabetes mellitus with diabetic arthropathy,ICD10CM,E11.61,31.200681044917893,ICD10CM:E11.61
301256,250.2,Type 2 diabetes,Type 2 diabetes mellitus with other oral complications,ICD10CM,E11.638,31.200681044917893,ICD10CM:E11.638
301255,250.2,Type 2 diabetes,Type 2 diabetes mellitus with periodontal disease,ICD10CM,E11.630,31.200681044917893,ICD10CM:E11.630
301254,250.2,Type 2 diabetes,Type 2 diabetes mellitus with oral complications,ICD10CM,E11.63,31.200681044917893,ICD10CM:E11.63
301253,250.2,Type 2 diabetes,Type 2 diabetes mellitus with other skin complications,ICD10CM,E11.628,31.200681044917893,ICD10CM:E11.628
301252,250.2,Type 2 diabetes,Type 2 diabetes mellitus with other skin ulcer,ICD10CM,E11.622,31.200681044917893,ICD10CM:E11.622
301250,250.2,Type 2 diabetes,Type 2 diabetes mellitus with diabetic dermatitis,ICD10CM,E11.620,31.200681044917893,ICD10CM:E11.620
301249,250.2,Type 2 diabetes,Type 2 diabetes mellitus with skin complications,ICD10CM,E11.62,31.200681044917893,ICD10CM:E11.62
301248,250.2,Type 2 diabetes,Type 2 diabetes mellitus with other diabetic arthropathy,ICD10CM,E11.618,31.200681044917893,ICD10CM:E11.618
301247,250.2,Type 2 diabetes,Type 2 diabetes mellitus with diabetic neuropathic arthropathy,ICD10CM,E11.610,31.200681044917893,ICD10CM:E11.610
663052,250.2,Type 2 diabetes,"Diabetes mellitus type II [non-insulin dependent type] [NIDDM type] [adult-onset type] or unspecified type, uncontrolled, with peripheral circulatory disorders",ICD9CM,250.72,31.200681044917893,ICD9CM:250.72
301228,250.2,Type 2 diabetes,Type 2 diabetes mellitus with ketoacidosis without coma,ICD10CM,E11.10,31.200681044917893,ICD10CM:E11.10
663030,250.2,Type 2 diabetes,"Diabetes mellitus, type II [non-insulin dependent type] [NIDDM type] [adult-onset type] or unspecified type, not stated as uncontrolled",ICD9CM,250.30,31.200681044917893,ICD9CM:250.30
663042,250.2,Type 2 diabetes,"Diabetes mellitus type II [non-insulin dependent type] [NIDDM type] [adult-onset type] or unspecified type, uncontrolled, with ophthalmic manifestations",ICD9CM,250.52,31.200681044917893,ICD9CM:250.52
663035,250.2,Type 2 diabetes,"Diabetes mellitus type II [non-insulin dependent type] [NIDDM type] [adult-onset type] or unspecified type, not stated as uncontrolled, with renal manifestations",ICD9CM,250.40,31.200681044917893,ICD9CM:250.40
663626,250.2,Type 2 diabetes,Diabetes mellitus - adult onset,SNOMEDCT_US,44054006,31.200681044917893,SNOMEDCT_US:44054006
663037,250.2,Type 2 diabetes,"Diabetes mellitus type II [non-insulin dependent type] [NIDDM type] [adult-onset type] or unspecified type, uncontrolled, with renal manifestations",ICD9CM,250.42,31.200681044917893,ICD9CM:250.42
663483,250.2,Type 2 diabetes,Type II diabetes mellitus,SNOMEDCT_US,190384004,31.200681044917893,SNOMEDCT_US:190384004
663015,250.2,Type 2 diabetes,"type II diabetes mellitus [non-insulin dependent type] [NIDDM type] [adult-onset type] or unspecified type, not stated as uncontrolled, without mention of complication",ICD9CM,250.00,31.200681044917893,ICD9CM:250.00
663040,250.2,Type 2 diabetes,"Diabetes mellitus type II [non-insulin dependent type] [NIDDM type] [adult-onset type] or unspecified type, not stated as uncontrolled, with ophthalmic manifestations",ICD9CM,250.50,31.200681044917893,ICD9CM:250.50
663017,250.2,Type 2 diabetes,"type II diabetes mellitus [non-insulin dependent type] [NIDDM type] [adult-onset type] or unspecified type, uncontrolled, without mention of complication",ICD9CM,250.02,31.200681044917893,ICD9CM:250.02
663032,250.2,Type 2 diabetes,"Diabetes mellitus with other coma, type II [non-insulin dependent type] [NIDDM type] [adult-onset type] or unspecified type, uncontrolled",ICD9CM,250.32,31.200681044917893,ICD9CM:250.32
663476,250.2,Type 2 diabetes,Maturity onset diabetes,SNOMEDCT_US,190323008,31.200681044917893,SNOMEDCT_US:190323008
663045,250.2,Type 2 diabetes,"Diabetes mellitus type II [non-insulin dependent type] [NIDDM type] [adult-onset type] or unspecified type, not stated as uncontrolled, with neurological manifestations",ICD9CM,250.60,31.200681044917893,ICD9CM:250.60
663025,250.2,Type 2 diabetes,"Diabetes mellitus, type II [non-insulin dependent type] [NIDDM type] [adult-onset type] or unspecified type with hyperosmolarity, not stated as uncontrolled",ICD9CM,250.20,31.200681044917893,ICD9CM:250.20
663020,250.2,Type 2 diabetes,"type II diabetes mellitus [non-insulin dependent type] [NIDDM type] [adult-onset type] or unspecified type, not stated as uncontrolled, with ketoacidosis",ICD9CM,250.10,31.200681044917893,ICD9CM:250.10
663027,250.2,Type 2 diabetes,"Diabetes mellitustype II [non-insulin dependent type] [NIDDM type] [adult-onset type] or unspecified type with hyperosmolarity, uncontrolled",ICD9CM,250.22,31.200681044917893,ICD9CM:250.22
663022,250.2,Type 2 diabetes,"type II diabetes mellitus [non-insulin dependent type] [NIDDM type] [adult-onset type] or unspecified type, uncontrolled, with ketoacidosis",ICD9CM,250.12,31.200681044917893,ICD9CM:250.12
663301,250.2,Type 2 diabetes,Diabetes Type 2,LNC,10552-0,31.200681044917893,LNC:10552-0
663047,250.2,Type 2 diabetes,"Diabetes mellitus type II [non-insulin dependent type] [NIDDM type] [adult-onset type] or unspecified type, uncontrolled, with neurological manifestations",ICD9CM,250.62,31.200681044917893,ICD9CM:250.62
663547,250.2,Type 2 diabetes,Diabetes mellitus -adult onset,SNOMEDCT_US,267468009,31.200681044917893,SNOMEDCT_US:267468009
663354,250.2,Type 2 diabetes,insulin,LNC,32542-0,24.56347390869105,LNC:32542-0
663336,250.2,Type 2 diabetes,Insulin regular,LNC,16325-0,24.56347390869105,LNC:16325-0
663334,250.2,Type 2 diabetes,Insulin,LNC,14676-8,24.56347390869105,LNC:14676-8
663307,250.2,Type 2 diabetes,Insulin,LNC,15805-7,24.56347390869105,LNC:15805-7
663584,250.2,Type 2 diabetes,Soluble insulin,SNOMEDCT_US,325014006,24.56347390869105,SNOMEDCT_US:325014006
663364,250.2,Type 2 diabetes,Insulin,LNC,70329-5,24.56347390869105,LNC:70329-5
663617,250.2,Type 2 diabetes,Regular insulin,SNOMEDCT_US,412222002,24.56347390869105,SNOMEDCT_US:412222002
663647,250.2,Type 2 diabetes,Insulin,SNOMEDCT_US,67866001,24.56347390869105,SNOMEDCT_US:67866001
663614,250.2,Type 2 diabetes,Insulin,SNOMEDCT_US,39487003,24.56347390869105,SNOMEDCT_US:39487003
663371,250.2,Type 2 diabetes,Insulin,LNC,MTHU002108,24.56347390869105,LNC:MTHU002108
663380,250.2,Type 2 diabetes,Insulin regular,LNC,MTHU019392,24.56347390869105,LNC:MTHU019392
301371,250.2,Type 2 diabetes,Other specified diabetes mellitus with periodontal disease,ICD10CM,E13.630,20.954363376630628,ICD10CM:E13.630
301376,250.2,Type 2 diabetes,Other specified diabetes mellitus with hyperglycemia,ICD10CM,E13.65,20.954363376630628,ICD10CM:E13.65
301375,250.2,Type 2 diabetes,Other specified diabetes mellitus with hypoglycemia without coma,ICD10CM,E13.649,20.954363376630628,ICD10CM:E13.649
301363,250.2,Type 2 diabetes,Other specified diabetes mellitus with diabetic neuropathic arthropathy,ICD10CM,E13.610,20.954363376630628,ICD10CM:E13.610
301360,250.2,Type 2 diabetes,Other specified diabetes mellitus with other circulatory complications,ICD10CM,E13.59,20.954363376630628,ICD10CM:E13.59
301374,250.2,Type 2 diabetes,Other specified diabetes mellitus with hypoglycemia with coma,ICD10CM,E13.641,20.954363376630628,ICD10CM:E13.641
301364,250.2,Type 2 diabetes,Other specified diabetes mellitus with other diabetic arthropathy,ICD10CM,E13.618,20.954363376630628,ICD10CM:E13.618
301366,250.2,Type 2 diabetes,Other specified diabetes mellitus with diabetic dermatitis,ICD10CM,E13.620,20.954363376630628,ICD10CM:E13.620
301367,250.2,Type 2 diabetes,Other specified diabetes mellitus with foot ulcer,ICD10CM,E13.621,20.954363376630628,ICD10CM:E13.621
301368,250.2,Type 2 diabetes,Other specified diabetes mellitus with other skin ulcer,ICD10CM,E13.622,20.954363376630628,ICD10CM:E13.622
301369,250.2,Type 2 diabetes,Other specified diabetes mellitus with other skin complications,ICD10CM,E13.628,20.954363376630628,ICD10CM:E13.628
301372,250.2,Type 2 diabetes,Other specified diabetes mellitus with other oral complications,ICD10CM,E13.638,20.954363376630628,ICD10CM:E13.638
301356,250.2,Type 2 diabetes,Other specified diabetes mellitus with other diabetic neurological complication,ICD10CM,E13.49,20.954363376630628,ICD10CM:E13.49
301340,250.2,Type 2 diabetes,"Other specified diabetes mellitus with proliferative diabetic retinopathy without macular edema, left eye",ICD10CM,E13.3592,20.954363376630628,ICD10CM:E13.3592
301336,250.2,Type 2 diabetes,"Other specified diabetes mellitus with stable proliferative diabetic retinopathy, bilateral",ICD10CM,E13.3553,20.954363376630628,ICD10CM:E13.3553
301337,250.2,Type 2 diabetes,"Other specified diabetes mellitus with stable proliferative diabetic retinopathy, unspecified eye",ICD10CM,E13.3559,20.954363376630628,ICD10CM:E13.3559
301357,250.2,Type 2 diabetes,Other specified diabetes mellitus with circulatory complications,ICD10CM,E13.5,20.954363376630628,ICD10CM:E13.5
301358,250.2,Type 2 diabetes,Other specified diabetes mellitus with diabetic peripheral angiopathy without gangrene,ICD10CM,E13.51,20.954363376630628,ICD10CM:E13.51
301355,250.2,Type 2 diabetes,Other specified diabetes mellitus with diabetic amyotrophy,ICD10CM,E13.44,20.954363376630628,ICD10CM:E13.44
301378,250.2,Type 2 diabetes,Other specified diabetes mellitus with unspecified complications,ICD10CM,E13.8,20.954363376630628,ICD10CM:E13.8
301354,250.2,Type 2 diabetes,Other specified diabetes mellitus with diabetic autonomic (poly)neuropathy,ICD10CM,E13.43,20.954363376630628,ICD10CM:E13.43
301353,250.2,Type 2 diabetes,Other specified diabetes mellitus with diabetic polyneuropathy,ICD10CM,E13.42,20.954363376630628,ICD10CM:E13.42
301352,250.2,Type 2 diabetes,Other specified diabetes mellitus with diabetic mononeuropathy,ICD10CM,E13.41,20.954363376630628,ICD10CM:E13.41
301351,250.2,Type 2 diabetes,"Other specified diabetes mellitus with diabetic neuropathy, unspecified",ICD10CM,E13.40,20.954363376630628,ICD10CM:E13.40
301350,250.2,Type 2 diabetes,Other specified diabetes mellitus with neurological complications,ICD10CM,E13.4,20.954363376630628,ICD10CM:E13.4
301349,250.2,Type 2 diabetes,Other specified diabetes mellitus with other diabetic ophthalmic complication,ICD10CM,E13.39,20.954363376630628,ICD10CM:E13.39
301348,250.2,Type 2 diabetes,"Other specified diabetes mellitus with diabetic macular edema, resolved following treatment, unspecified eye",ICD10CM,E13.37X9,20.954363376630628,ICD10CM:E13.37X9
301347,250.2,Type 2 diabetes,"Other specified diabetes mellitus with diabetic macular edema, resolved following treatment, bilateral",ICD10CM,E13.37X3,20.954363376630628,ICD10CM:E13.37X3
301346,250.2,Type 2 diabetes,"Other specified diabetes mellitus with diabetic macular edema, resolved following treatment, left eye",ICD10CM,E13.37X2,20.954363376630628,ICD10CM:E13.37X2
301345,250.2,Type 2 diabetes,"Other specified diabetes mellitus with diabetic macular edema, resolved following treatment, right eye",ICD10CM,E13.37X1,20.954363376630628,ICD10CM:E13.37X1
301344,250.2,Type 2 diabetes,"Other specified diabetes mellitus with diabetic macular edema, resolved following treatment",ICD10CM,E13.37,20.954363376630628,ICD10CM:E13.37
301343,250.2,Type 2 diabetes,Other specified diabetes mellitus with diabetic cataract,ICD10CM,E13.36,20.954363376630628,ICD10CM:E13.36
301342,250.2,Type 2 diabetes,"Other specified diabetes mellitus with proliferative diabetic retinopathy without macular edema, unspecified eye",ICD10CM,E13.3599,20.954363376630628,ICD10CM:E13.3599
301341,250.2,Type 2 diabetes,"Other specified diabetes mellitus with proliferative diabetic retinopathy without macular edema, bilateral",ICD10CM,E13.3593,20.954363376630628,ICD10CM:E13.3593
301359,250.2,Type 2 diabetes,Other specified diabetes mellitus with diabetic peripheral angiopathy with gangrene,ICD10CM,E13.52,20.954363376630628,ICD10CM:E13.52
301339,250.2,Type 2 diabetes,"Other specified diabetes mellitus with proliferative diabetic retinopathy without macular edema, right eye",ICD10CM,E13.3591,20.954363376630628,ICD10CM:E13.3591
301338,250.2,Type 2 diabetes,Other specified diabetes mellitus with proliferative diabetic retinopathy without macular edema,ICD10CM,E13.359,20.954363376630628,ICD10CM:E13.359
301377,250.2,Type 2 diabetes,Other specified diabetes mellitus with other specified complication,ICD10CM,E13.69,20.954363376630628,ICD10CM:E13.69
301328,250.2,Type 2 diabetes,Other specified diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment,ICD10CM,E13.354,20.954363376630628,ICD10CM:E13.354
301379,250.2,Type 2 diabetes,Other specified diabetes mellitus without complications,ICD10CM,E13.9,20.954363376630628,ICD10CM:E13.9
663490,250.2,Type 2 diabetes,Diabetes mellitus,SNOMEDCT_US,191044006,20.954363376630628,SNOMEDCT_US:191044006
663546,250.2,Type 2 diabetes,Diabetes mellitus,SNOMEDCT_US,267467004,20.954363376630628,SNOMEDCT_US:267467004
663321,250.2,Type 2 diabetes,Diabetes mellitus (DM),LNC,27539-8,20.954363376630628,LNC:27539-8
663382,250.2,Type 2 diabetes,Diabetes mellitus,LNC,MTHU020781,20.954363376630628,LNC:MTHU020781
663433,250.2,Type 2 diabetes,Diabetes mellitus,SNOMEDCT_US,154671004,20.954363376630628,SNOMEDCT_US:154671004
301334,250.2,Type 2 diabetes,"Other specified diabetes mellitus with stable proliferative diabetic retinopathy, right eye",ICD10CM,E13.3551,20.954363376630628,ICD10CM:E13.3551
301335,250.2,Type 2 diabetes,"Other specified diabetes mellitus with stable proliferative diabetic retinopathy, left eye",ICD10CM,E13.3552,20.954363376630628,ICD10CM:E13.3552
301333,250.2,Type 2 diabetes,Other specified diabetes mellitus with stable proliferative diabetic retinopathy,ICD10CM,E13.355,20.954363376630628,ICD10CM:E13.355
301264,250.2,Type 2 diabetes,Other specified diabetes mellitus,ICD10CM,E13,20.954363376630628,ICD10CM:E13
301332,250.2,Type 2 diabetes,"Other specified diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, unspecified eye",ICD10CM,E13.3549,20.954363376630628,ICD10CM:E13.3549
301266,250.2,Type 2 diabetes,Other specified diabetes mellitus with hyperosmolarity without nonketotic hyperglycemic-hyperosmolar coma (NKHHC),ICD10CM,E13.00,20.954363376630628,ICD10CM:E13.00
301267,250.2,Type 2 diabetes,Other specified diabetes mellitus with hyperosmolarity with coma,ICD10CM,E13.01,20.954363376630628,ICD10CM:E13.01
301268,250.2,Type 2 diabetes,Other specified diabetes mellitus with ketoacidosis,ICD10CM,E13.1,20.954363376630628,ICD10CM:E13.1
301269,250.2,Type 2 diabetes,Other specified diabetes mellitus with ketoacidosis without coma,ICD10CM,E13.10,20.954363376630628,ICD10CM:E13.10
301270,250.2,Type 2 diabetes,Other specified diabetes mellitus with ketoacidosis with coma,ICD10CM,E13.11,20.954363376630628,ICD10CM:E13.11
301271,250.2,Type 2 diabetes,Other specified diabetes mellitus with kidney complications,ICD10CM,E13.2,20.954363376630628,ICD10CM:E13.2
301272,250.2,Type 2 diabetes,Other specified diabetes mellitus with diabetic nephropathy,ICD10CM,E13.21,20.954363376630628,ICD10CM:E13.21
301273,250.2,Type 2 diabetes,Other specified diabetes mellitus with diabetic chronic kidney disease,ICD10CM,E13.22,20.954363376630628,ICD10CM:E13.22
301274,250.2,Type 2 diabetes,Other specified diabetes mellitus with other diabetic kidney complication,ICD10CM,E13.29,20.954363376630628,ICD10CM:E13.29
301275,250.2,Type 2 diabetes,Other specified diabetes mellitus with ophthalmic complications,ICD10CM,E13.3,20.954363376630628,ICD10CM:E13.3
301276,250.2,Type 2 diabetes,Other specified diabetes mellitus with unspecified diabetic retinopathy,ICD10CM,E13.31,20.954363376630628,ICD10CM:E13.31
301277,250.2,Type 2 diabetes,Other specified diabetes mellitus with unspecified diabetic retinopathy with macular edema,ICD10CM,E13.311,20.954363376630628,ICD10CM:E13.311
301278,250.2,Type 2 diabetes,Other specified diabetes mellitus with unspecified diabetic retinopathy without macular edema,ICD10CM,E13.319,20.954363376630628,ICD10CM:E13.319
301279,250.2,Type 2 diabetes,Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy,ICD10CM,E13.32,20.954363376630628,ICD10CM:E13.32
301280,250.2,Type 2 diabetes,Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema,ICD10CM,E13.321,20.954363376630628,ICD10CM:E13.321
301281,250.2,Type 2 diabetes,"Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, right eye",ICD10CM,E13.3211,20.954363376630628,ICD10CM:E13.3211
301282,250.2,Type 2 diabetes,"Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, left eye",ICD10CM,E13.3212,20.954363376630628,ICD10CM:E13.3212
301284,250.2,Type 2 diabetes,"Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, unspecified eye",ICD10CM,E13.3219,20.954363376630628,ICD10CM:E13.3219
663304,250.2,Type 2 diabetes,Diabetes mellitus,LNC,14291-1,20.954363376630628,LNC:14291-1
301185,250.2,Type 2 diabetes,Diabetes mellitus (E08-E13),ICD10CM,E08-E13,20.954363376630628,ICD10CM:E08-E13
301283,250.2,Type 2 diabetes,"Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, bilateral",ICD10CM,E13.3213,20.954363376630628,ICD10CM:E13.3213
301265,250.2,Type 2 diabetes,Other specified diabetes mellitus with hyperosmolarity,ICD10CM,E13.0,20.954363376630628,ICD10CM:E13.0
301285,250.2,Type 2 diabetes,Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema,ICD10CM,E13.329,20.954363376630628,ICD10CM:E13.329
301317,250.2,Type 2 diabetes,"Other specified diabetes mellitus with proliferative diabetic retinopathy with macular edema, unspecified eye",ICD10CM,E13.3519,20.954363376630628,ICD10CM:E13.3519
301306,250.2,Type 2 diabetes,"Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, unspecified eye",ICD10CM,E13.3419,20.954363376630628,ICD10CM:E13.3419
301307,250.2,Type 2 diabetes,Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema,ICD10CM,E13.349,20.954363376630628,ICD10CM:E13.349
301308,250.2,Type 2 diabetes,"Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, right eye",ICD10CM,E13.3491,20.954363376630628,ICD10CM:E13.3491
301309,250.2,Type 2 diabetes,"Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, left eye",ICD10CM,E13.3492,20.954363376630628,ICD10CM:E13.3492
301310,250.2,Type 2 diabetes,"Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, bilateral",ICD10CM,E13.3493,20.954363376630628,ICD10CM:E13.3493
301311,250.2,Type 2 diabetes,"Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, unspecified eye",ICD10CM,E13.3499,20.954363376630628,ICD10CM:E13.3499
301312,250.2,Type 2 diabetes,Other specified diabetes mellitus with proliferative diabetic retinopathy,ICD10CM,E13.35,20.954363376630628,ICD10CM:E13.35
301313,250.2,Type 2 diabetes,Other specified diabetes mellitus with proliferative diabetic retinopathy with macular edema,ICD10CM,E13.351,20.954363376630628,ICD10CM:E13.351
301314,250.2,Type 2 diabetes,"Other specified diabetes mellitus with proliferative diabetic retinopathy with macular edema, right eye",ICD10CM,E13.3511,20.954363376630628,ICD10CM:E13.3511
301315,250.2,Type 2 diabetes,"Other specified diabetes mellitus with proliferative diabetic retinopathy with macular edema, left eye",ICD10CM,E13.3512,20.954363376630628,ICD10CM:E13.3512
301316,250.2,Type 2 diabetes,"Other specified diabetes mellitus with proliferative diabetic retinopathy with macular edema, bilateral",ICD10CM,E13.3513,20.954363376630628,ICD10CM:E13.3513
301319,250.2,Type 2 diabetes,"Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, right eye",ICD10CM,E13.3521,20.954363376630628,ICD10CM:E13.3521
301304,250.2,Type 2 diabetes,"Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, left eye",ICD10CM,E13.3412,20.954363376630628,ICD10CM:E13.3412
301320,250.2,Type 2 diabetes,"Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, left eye",ICD10CM,E13.3522,20.954363376630628,ICD10CM:E13.3522
301321,250.2,Type 2 diabetes,"Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, bilateral",ICD10CM,E13.3523,20.954363376630628,ICD10CM:E13.3523
301322,250.2,Type 2 diabetes,"Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, unspecified eye",ICD10CM,E13.3529,20.954363376630628,ICD10CM:E13.3529
301323,250.2,Type 2 diabetes,Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula,ICD10CM,E13.353,20.954363376630628,ICD10CM:E13.353
301324,250.2,Type 2 diabetes,"Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, right eye",ICD10CM,E13.3531,20.954363376630628,ICD10CM:E13.3531
301325,250.2,Type 2 diabetes,"Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, left eye",ICD10CM,E13.3532,20.954363376630628,ICD10CM:E13.3532
301326,250.2,Type 2 diabetes,"Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, bilateral",ICD10CM,E13.3533,20.954363376630628,ICD10CM:E13.3533
301327,250.2,Type 2 diabetes,"Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, unspecified eye",ICD10CM,E13.3539,20.954363376630628,ICD10CM:E13.3539
