index,PHECODE,PHENOTYPE,STR,SAB,CODE,TFIDF,voca_concept
1224856,290.1,Dementias,Pick's disease,ICD9CM,331.11,50.52752803711364,ICD9CM:331.11
1224855,290.1,Dementias,Frontotemporal dementia,ICD9CM,331.1,50.52752803711364,ICD9CM:331.1
1224857,290.1,Dementias,Other frontotemporal dementia,ICD9CM,331.19,50.52752803711364,ICD9CM:331.19
1224819,290.1,Dementias,"Dementia, unspecified",ICD9CM,294.2,50.52752803711364,ICD9CM:294.2
1224817,290.1,Dementias,Dementia in conditions classified elsewhere without behavioral disturbance,ICD9CM,294.10,50.52752803711364,ICD9CM:294.10
1224858,290.1,Dementias,Senile degeneration of brain,ICD9CM,331.2,50.52752803711364,ICD9CM:331.2
1224818,290.1,Dementias,Dementia in conditions classified elsewhere with behavioral disturbance,ICD9CM,294.11,50.52752803711364,ICD9CM:294.11
1224820,290.1,Dementias,"Dementia, unspecified, without behavioral disturbance",ICD9CM,294.20,50.52752803711364,ICD9CM:294.20
1358981,290.1,Dementias,"Dementia, NOS",SNOMEDCT_US,88339003,50.52752803711364,SNOMEDCT_US:88339003
1358849,290.1,Dementias,Post-concussion syndrome,SNOMEDCT_US,192075000,16.54676470430004,SNOMEDCT_US:192075000
1358854,290.1,Dementias,Post-concussional syndrome,SNOMEDCT_US,192201000,16.54676470430004,SNOMEDCT_US:192201000
1358955,290.1,Dementias,Post-concussional syndrome,SNOMEDCT_US,51996004,16.54676470430004,SNOMEDCT_US:51996004
1358818,290.1,Dementias,Concussional syndrome,SNOMEDCT_US,154962006,16.54676470430004,SNOMEDCT_US:154962006
1358904,290.1,Dementias,Concussional syndrome,SNOMEDCT_US,268793008,16.54676470430004,SNOMEDCT_US:268793008
1358884,290.1,Dementias,Post-traumatic brain syndrome,SNOMEDCT_US,230282000,16.54676470430004,SNOMEDCT_US:230282000
422657,290.1,Dementias,"Concussion with loss of consciousness of 30 minutes or less, subsequent encounter",ICD10CM,S06.0X1D,10.958810064981003,ICD10CM:S06.0X1D
422656,290.1,Dementias,"Concussion with loss of consciousness of 30 minutes or less, initial encounter",ICD10CM,S06.0X1A,10.958810064981003,ICD10CM:S06.0X1A
422658,290.1,Dementias,"Concussion with loss of consciousness of 30 minutes or less, sequela",ICD10CM,S06.0X1S,10.958810064981003,ICD10CM:S06.0X1S
422655,290.1,Dementias,Concussion with loss of consciousness of 30 minutes or less,ICD10CM,S06.0X1,10.958810064981003,ICD10CM:S06.0X1
1358791,290.1,Dementias,Brain concussion,SNOMEDCT_US,110030002,10.958810064981003,SNOMEDCT_US:110030002
422654,290.1,Dementias,"Concussion without loss of consciousness, sequela",ICD10CM,S06.0X0S,10.958810064981003,ICD10CM:S06.0X0S
422653,290.1,Dementias,"Concussion without loss of consciousness, subsequent encounter",ICD10CM,S06.0X0D,10.958810064981003,ICD10CM:S06.0X0D
1358652,290.1,Dementias,Concussion NOS,ICD9CM,850.9,10.958810064981003,ICD9CM:850.9
422660,290.1,Dementias,"Concussion with loss of consciousness of unspecified duration, initial encounter",ICD10CM,S06.0X9A,10.958810064981003,ICD10CM:S06.0X9A
1358651,290.1,Dementias,Concussion with loss of consciousness of unspecified duration,ICD9CM,850.5,10.958810064981003,ICD9CM:850.5
1358829,290.1,Dementias,Concussion,SNOMEDCT_US,157321003,10.958810064981003,SNOMEDCT_US:157321003
1358650,290.1,Dementias,"Concussion with prolonged loss of consciousness, without return to pre-existing conscious level",ICD9CM,850.4,10.958810064981003,ICD9CM:850.4
1358649,290.1,Dementias,Concussion with prolonged loss of consciousness and return to pre-existing conscious level,ICD9CM,850.3,10.958810064981003,ICD9CM:850.3
1358648,290.1,Dementias,Concussion with moderate loss of consciousness,ICD9CM,850.2,10.958810064981003,ICD9CM:850.2
1358647,290.1,Dementias,Concussion with loss of consciousness from 31 to 59 minutes,ICD9CM,850.12,10.958810064981003,ICD9CM:850.12
422659,290.1,Dementias,Concussion NOS,ICD10CM,S06.0X9,10.958810064981003,ICD10CM:S06.0X9
1358646,290.1,Dementias,Concussion with loss of consciousness of 30 minutes or less,ICD9CM,850.11,10.958810064981003,ICD9CM:850.11
1358645,290.1,Dementias,Concussion with brief loss of consciousness,ICD9CM,850.1,10.958810064981003,ICD9CM:850.1
1358644,290.1,Dementias,Concussion with no loss of consciousness,ICD9CM,850.0,10.958810064981003,ICD9CM:850.0
1358643,290.1,Dementias,Concussion,ICD9CM,850,10.958810064981003,ICD9CM:850
422662,290.1,Dementias,"Concussion with loss of consciousness of unspecified duration, sequela",ICD10CM,S06.0X9S,10.958810064981003,ICD10CM:S06.0X9S
422652,290.1,Dementias,"Concussion without loss of consciousness, initial encounter",ICD10CM,S06.0X0A,10.958810064981003,ICD10CM:S06.0X0A
422661,290.1,Dementias,"Concussion with loss of consciousness of unspecified duration, subsequent encounter",ICD10CM,S06.0X9D,10.958810064981003,ICD10CM:S06.0X9D
1358870,290.1,Dementias,Concussion NOS,SNOMEDCT_US,209832007,10.958810064981003,SNOMEDCT_US:209832007
1358726,290.1,Dementias,Concussion,LNC,7422-4,10.958810064981003,LNC:7422-4
422651,290.1,Dementias,Concussion without loss of consciousness,ICD10CM,S06.0X0,10.958810064981003,ICD10CM:S06.0X0
1358977,290.1,Dementias,Commotio,SNOMEDCT_US,81371004,10.958810064981003,SNOMEDCT_US:81371004
422649,290.1,Dementias,Commotio cerebri,ICD10CM,S06.0,10.958810064981003,ICD10CM:S06.0
422650,290.1,Dementias,Concussion,ICD10CM,S06.0X,10.958810064981003,ICD10CM:S06.0X
1358970,290.1,Dementias,Alzheimer's disease,SNOMEDCT_US,73768007,10.361896949451744,SNOMEDCT_US:73768007
106067,290.1,Dementias,"Degenerative disease of nervous system, unspecified",ICD10CM,G31.9,10.361896949451744,ICD10CM:G31.9
1358820,290.1,Dementias,Alzheimer's disease,SNOMEDCT_US,154998003,10.361896949451744,SNOMEDCT_US:154998003
1358905,290.1,Dementias,AD - Alzheimer's disease,SNOMEDCT_US,26929004,10.361896949451744,SNOMEDCT_US:26929004
1224864,290.1,Dementias,"Cerebral degeneration, unspecified",ICD9CM,331.9,10.361896949451744,ICD9CM:331.9
1358763,290.1,Dementias,Alzheimer's disease,LNC,MTHU020798,10.361896949451744,LNC:MTHU020798
1358714,290.1,Dementias,Alzheimer's disease,LNC,22313-3,10.361896949451744,LNC:22313-3
1358899,290.1,Dementias,Alzheimer's disease,SNOMEDCT_US,267688001,10.361896949451744,SNOMEDCT_US:267688001
1224745,290.1,Dementias,"Acute paralytic poliomyelitis specified as bulbar, unspecified type of poliovirus",ICD9CM,045.00,9.293388395565776,ICD9CM:045.00
105950,290.1,Dementias,Kuru,ICD10CM,A81.81,9.293388395565776,ICD10CM:A81.81
105951,290.1,Dementias,Gerstmann-Straussler-Scheinker syndrome,ICD10CM,A81.82,9.293388395565776,ICD10CM:A81.82
1224850,290.1,Dementias,Intraspinal abscess,ICD9CM,324.1,9.293388395565776,ICD9CM:324.1
105952,290.1,Dementias,Fatal familial insomnia,ICD10CM,A81.83,9.293388395565776,ICD10CM:A81.83
1224849,290.1,Dementias,Intracranial abscess,ICD9CM,324.0,9.293388395565776,ICD9CM:324.0
105953,290.1,Dementias,Other atypical virus infections of central nervous system,ICD10CM,A81.89,9.293388395565776,ICD10CM:A81.89
105954,290.1,Dementias,"Atypical virus infection of central nervous system, unspecified",ICD10CM,A81.9,9.293388395565776,ICD10CM:A81.9
105955,290.1,Dementias,Enteroviral exanthematous fever [Boston exanthem],ICD10CM,A88.0,9.293388395565776,ICD10CM:A88.0
1224744,290.1,Dementias,Acute paralytic poliomyelitis specified as bulbar,ICD9CM,045.0,9.293388395565776,ICD9CM:045.0
105956,290.1,Dementias,Sequelae of poliomyelitis,ICD10CM,B91,9.293388395565776,ICD10CM:B91
105949,290.1,Dementias,Other atypical virus infections of central nervous system,ICD10CM,A81.8,9.293388395565776,ICD10CM:A81.8
1224848,290.1,Dementias,Intracranial and intraspinal abscess,ICD9CM,324,9.293388395565776,ICD9CM:324
1224741,290.1,Dementias,Personal history of infections of the central nervous system,ICD10CM,Z86.61,9.293388395565776,ICD10CM:Z86.61
1224743,290.1,Dementias,Acute poliomyelitis,ICD9CM,045,9.293388395565776,ICD9CM:045
106206,290.1,Dementias,Binswanger's disease,ICD10CM,I67.3,9.293388395565776,ICD10CM:I67.3
105946,290.1,Dementias,Variant Creutzfeldt-Jakob disease,ICD10CM,A81.01,9.293388395565776,ICD10CM:A81.01
1224851,290.1,Dementias,Intracranial and intraspinal abscess of unspecified site,ICD9CM,324.9,9.293388395565776,ICD9CM:324.9
1224852,290.1,Dementias,Late effects of intracranial abscess or pyogenic infection,ICD9CM,326,9.293388395565776,ICD9CM:326
1224739,290.1,Dementias,Personal history of poliomyelitis,ICD10CM,Z86.12,9.293388395565776,ICD10CM:Z86.12
105935,290.1,Dementias,Acute poliomyelitis,ICD10CM,A80,9.293388395565776,ICD10CM:A80
1358695,290.1,Dementias,Personal history of infections of the central nervous system,ICD9CM,V12.42,9.293388395565776,ICD9CM:V12.42
105936,290.1,Dementias,"Acute paralytic poliomyelitis, vaccine-associated",ICD10CM,A80.0,9.293388395565776,ICD10CM:A80.0
105937,290.1,Dementias,"Acute paralytic poliomyelitis, wild virus, imported",ICD10CM,A80.1,9.293388395565776,ICD10CM:A80.1
1358694,290.1,Dementias,Personal history of poliomyelitis,ICD9CM,V12.02,9.293388395565776,ICD9CM:V12.02
105938,290.1,Dementias,"Acute paralytic poliomyelitis, wild virus, indigenous",ICD10CM,A80.2,9.293388395565776,ICD10CM:A80.2
105939,290.1,Dementias,"Acute paralytic poliomyelitis, other and unspecified",ICD10CM,A80.3,9.293388395565776,ICD10CM:A80.3
105940,290.1,Dementias,"Acute paralytic poliomyelitis, unspecified",ICD10CM,A80.30,9.293388395565776,ICD10CM:A80.30
105941,290.1,Dementias,Other acute paralytic poliomyelitis,ICD10CM,A80.39,9.293388395565776,ICD10CM:A80.39
105942,290.1,Dementias,Acute nonparalytic poliomyelitis,ICD10CM,A80.4,9.293388395565776,ICD10CM:A80.4
105943,290.1,Dementias,"Acute poliomyelitis, unspecified",ICD10CM,A80.9,9.293388395565776,ICD10CM:A80.9
105944,290.1,Dementias,Creutzfeldt-Jakob disease,ICD10CM,A81.0,9.293388395565776,ICD10CM:A81.0
105945,290.1,Dementias,"Creutzfeldt-Jakob disease, unspecified",ICD10CM,A81.00,9.293388395565776,ICD10CM:A81.00
1224747,290.1,Dementias,"Acute paralytic poliomyelitis specified as bulbar, poliovirus type II",ICD9CM,045.02,9.293388395565776,ICD9CM:045.02
105947,290.1,Dementias,Other Creutzfeldt-Jakob disease,ICD10CM,A81.09,9.293388395565776,ICD10CM:A81.09
105948,290.1,Dementias,Progressive multifocal leukoencephalopathy,ICD10CM,A81.2,9.293388395565776,ICD10CM:A81.2
1224746,290.1,Dementias,"Acute paralytic poliomyelitis specified as bulbar, poliovirus type I",ICD9CM,045.01,9.293388395565776,ICD9CM:045.01
1224751,290.1,Dementias,"Acute poliomyelitis with other paralysis, poliovirus type I",ICD9CM,045.11,9.293388395565776,ICD9CM:045.11
1224748,290.1,Dementias,"Acute paralytic poliomyelitis specified as bulbar, poliovirus type III",ICD9CM,045.03,9.293388395565776,ICD9CM:045.03
1224768,290.1,Dementias,Other and unspecified Creutzfeldt-Jakob disease,ICD9CM,046.19,9.293388395565776,ICD9CM:046.19
1224770,290.1,Dementias,Other specified prion diseases of central nervous system,ICD9CM,046.7,9.293388395565776,ICD9CM:046.7
1224771,290.1,Dementias,Gerstmann-Straussler-Scheinker syndrome,ICD9CM,046.71,9.293388395565776,ICD9CM:046.71
1224772,290.1,Dementias,Fatal familial insomnia,ICD9CM,046.72,9.293388395565776,ICD9CM:046.72
1224773,290.1,Dementias,Other and unspecified prion disease of central nervous system,ICD9CM,046.79,9.293388395565776,ICD9CM:046.79
1224774,290.1,Dementias,Other specified slow virus infection of central nervous system,ICD9CM,046.8,9.293388395565776,ICD9CM:046.8
1224775,290.1,Dementias,Unspecified slow virus infection of central nervous system,ICD9CM,046.9,9.293388395565776,ICD9CM:046.9
1224776,290.1,Dementias,Other enterovirus diseases of central nervous system,ICD9CM,048,9.293388395565776,ICD9CM:048
1224777,290.1,Dementias,Other enterovirus diseases of central nervous system **,ICD9CM,048.0,9.293388395565776,ICD9CM:048.0
1224778,290.1,Dementias,Other non-arthropod-borne viral diseases of central nervous system,ICD9CM,049,9.293388395565776,ICD9CM:049
1224779,290.1,Dementias,Late effects of acute poliomyelitis,ICD9CM,138,9.293388395565776,ICD9CM:138
1224780,290.1,Dementias,Late effects of acute poliomyelitis **,ICD9CM,138.0,9.293388395565776,ICD9CM:138.0
106035,290.1,Dementias,Intracranial and intraspinal abscess and granuloma,ICD10CM,G06,9.293388395565776,ICD10CM:G06
106036,290.1,Dementias,Intracranial abscess and granuloma,ICD10CM,G06.0,9.293388395565776,ICD10CM:G06.0
106037,290.1,Dementias,Intraspinal abscess and granuloma,ICD10CM,G06.1,9.293388395565776,ICD10CM:G06.1
106038,290.1,Dementias,"Extradural and subdural abscess, unspecified",ICD10CM,G06.2,9.293388395565776,ICD10CM:G06.2
106039,290.1,Dementias,Intracranial and intraspinal abscess and granuloma in diseases classified elsewhere,ICD10CM,G07,9.293388395565776,ICD10CM:G07
106040,290.1,Dementias,Sequelae of inflammatory diseases of central nervous system,ICD10CM,G09,9.293388395565776,ICD10CM:G09
1224769,290.1,Dementias,Progressive multifocal leukoencephalopathy,ICD9CM,046.3,9.293388395565776,ICD9CM:046.3
1358936,290.1,Dementias,Binswanger's disease,SNOMEDCT_US,390000004,9.293388395565776,SNOMEDCT_US:390000004
1224749,290.1,Dementias,Acute poliomyelitis with other paralysis,ICD9CM,045.1,9.293388395565776,ICD9CM:045.1
1224767,290.1,Dementias,Variant Creutzfeldt-Jakob disease,ICD9CM,046.11,9.293388395565776,ICD9CM:046.11
1224750,290.1,Dementias,"Acute poliomyelitis with other paralysis, unspecified type of poliovirus",ICD9CM,045.10,9.293388395565776,ICD9CM:045.10
106042,290.1,Dementias,Postpolio syndrome,ICD10CM,G14,9.293388395565776,ICD10CM:G14
1224752,290.1,Dementias,"Acute poliomyelitis with other paralysis, poliovirus type II",ICD9CM,045.12,9.293388395565776,ICD9CM:045.12
1224753,290.1,Dementias,"Acute poliomyelitis with other paralysis, poliovirus type III",ICD9CM,045.13,9.293388395565776,ICD9CM:045.13
1224754,290.1,Dementias,Acute nonparalytic poliomyelitis,ICD9CM,045.2,9.293388395565776,ICD9CM:045.2
1224755,290.1,Dementias,"Acute nonparalytic poliomyelitis, unspecified type poliovirus",ICD9CM,045.20,9.293388395565776,ICD9CM:045.20
1224756,290.1,Dementias,"Acute nonparalytic poliomyelitis, poliovirus type I",ICD9CM,045.21,9.293388395565776,ICD9CM:045.21
1224757,290.1,Dementias,"Acute nonparalytic poliomyelitis, poliovirus type II",ICD9CM,045.22,9.293388395565776,ICD9CM:045.22
1224758,290.1,Dementias,"Acute nonparalytic poliomyelitis, poliovirus type III",ICD9CM,045.23,9.293388395565776,ICD9CM:045.23
1224759,290.1,Dementias,"Acute poliomyelitis, unspecified",ICD9CM,045.9,9.293388395565776,ICD9CM:045.9
1224760,290.1,Dementias,"Acute poliomyelitis, unspecified, poliovirus, unspecified type",ICD9CM,045.90,9.293388395565776,ICD9CM:045.90
1224761,290.1,Dementias,"Acute poliomyelitis, unspecified, poliovirus type I",ICD9CM,045.91,9.293388395565776,ICD9CM:045.91
1224762,290.1,Dementias,"Acute poliomyelitis, unspecified, poliovirus type II",ICD9CM,045.92,9.293388395565776,ICD9CM:045.92
1224763,290.1,Dementias,"Acute poliomyelitis, unspecified, poliovirus type III",ICD9CM,045.93,9.293388395565776,ICD9CM:045.93
1224764,290.1,Dementias,Slow virus infections and prion diseases of central nervous system,ICD9CM,046,9.293388395565776,ICD9CM:046
1224765,290.1,Dementias,Kuru,ICD9CM,046.0,9.293388395565776,ICD9CM:046.0
1224766,290.1,Dementias,Jakob-Creutzfeldt disease,ICD9CM,046.1,9.293388395565776,ICD9CM:046.1
1358984,290.1,Dementias,Binswanger's dementia,SNOMEDCT_US,90099008,9.293388395565776,SNOMEDCT_US:90099008
1358850,290.1,Dementias,Vascular dementia,SNOMEDCT_US,192165000,7.437978218277917,SNOMEDCT_US:192165000
1358900,290.1,Dementias,Vascular dementia,SNOMEDCT_US,268613002,7.437978218277917,SNOMEDCT_US:268613002
1358949,290.1,Dementias,Vascular dementia,SNOMEDCT_US,429998004,7.437978218277917,SNOMEDCT_US:429998004
1358959,290.1,Dementias,VAD - Vascular dementia,SNOMEDCT_US,56267009,7.437978218277917,SNOMEDCT_US:56267009
1358815,290.1,Dementias,Vascular dementia,SNOMEDCT_US,154850006,7.437978218277917,SNOMEDCT_US:154850006
1358851,290.1,Dementias,"[X]Vascular dementia, unspecified",SNOMEDCT_US,192171006,7.437978218277917,SNOMEDCT_US:192171006
1358973,290.1,Dementias,CLBD - Cortical Lewy body disease,SNOMEDCT_US,80098002,5.97453573520418,SNOMEDCT_US:80098002
1358882,290.1,Dementias,Lewy body disease,SNOMEDCT_US,230276003,5.97453573520418,SNOMEDCT_US:230276003
1358881,290.1,Dementias,Lewy body disease,SNOMEDCT_US,230275004,5.97453573520418,SNOMEDCT_US:230275004
1358883,290.1,Dementias,Lewy body disease,SNOMEDCT_US,230277007,5.97453573520418,SNOMEDCT_US:230277007
1358925,290.1,Dementias,Lewy body dementia,SNOMEDCT_US,312991009,5.97453573520418,SNOMEDCT_US:312991009
1358857,290.1,Dementias,Lewy body disease,SNOMEDCT_US,192808003,5.97453573520418,SNOMEDCT_US:192808003
1358802,290.1,Dementias,Memory,SNOMEDCT_US,13108000,5.372072646097113,SNOMEDCT_US:13108000
1358771,290.1,Dementias,Memory,LNC,MTHU021129,5.372072646097113,LNC:MTHU021129
1358920,290.1,Dementias,Memory function,SNOMEDCT_US,303116000,5.372072646097113,SNOMEDCT_US:303116000
1358862,290.1,Dementias,Progressive supranuclear palsy,SNOMEDCT_US,192975003,4.873362207430834,SNOMEDCT_US:192975003
1358863,290.1,Dementias,PSP - progressive supranuclear palsy,SNOMEDCT_US,192976002,4.873362207430834,SNOMEDCT_US:192976002
1224868,290.1,Dementias,Other degenerative diseases of the basal ganglia,ICD9CM,333.0,4.873362207430834,ICD9CM:333.0
106050,290.1,Dementias,"Degenerative disease of basal ganglia, unspecified",ICD10CM,G23.9,4.873362207430834,ICD10CM:G23.9
106049,290.1,Dementias,Other specified degenerative diseases of basal ganglia,ICD10CM,G23.8,4.873362207430834,ICD10CM:G23.8
106048,290.1,Dementias,Striatonigral degeneration,ICD10CM,G23.2,4.873362207430834,ICD10CM:G23.2
106047,290.1,Dementias,Progressive supranuclear ophthalmoplegia [Steele-Richardson-Olszewski],ICD10CM,G23.1,4.873362207430834,ICD10CM:G23.1
106046,290.1,Dementias,Hallervorden-Spatz disease,ICD10CM,G23.0,4.873362207430834,ICD10CM:G23.0
106045,290.1,Dementias,Other degenerative diseases of basal ganglia,ICD10CM,G23,4.873362207430834,ICD10CM:G23
1358919,290.1,Dementias,PSP - Progressive supranuclear palsy,SNOMEDCT_US,28978003,4.873362207430834,SNOMEDCT_US:28978003
106083,290.1,Dementias,Multi-system degeneration of the autonomic nervous system,ICD10CM,G90.3,4.873362207430834,ICD10CM:G90.3
422617,290.1,Dementias,"Fracture of other specified skull and facial bones, unspecified side",ICD10CM,S02.80,3.842376333858004,ICD10CM:S02.80
422645,290.1,Dementias,"Unspecified fracture of facial bones, subsequent encounter for fracture with routine healing",ICD10CM,S02.92XD,3.842376333858004,ICD10CM:S02.92XD
422647,290.1,Dementias,"Unspecified fracture of facial bones, sequela",ICD10CM,S02.92XS,3.842376333858004,ICD10CM:S02.92XS
422648,290.1,Dementias,Intracranial injury,ICD10CM,S06,3.842376333858004,ICD10CM:S06
422734,290.1,Dementias,"Diffuse traumatic brain injury with loss of consciousness of any duration with death due to other cause prior to regaining consciousness, initial encounter",ICD10CM,S06.2X8A,3.842376333858004,ICD10CM:S06.2X8A
422615,290.1,Dementias,"Fracture of mandible of other specified site, sequela",ICD10CM,S02.69XS,3.842376333858004,ICD10CM:S02.69XS
422614,290.1,Dementias,"Fracture of mandible of other specified site, subsequent encounter for fracture with delayed healing",ICD10CM,S02.69XG,3.842376333858004,ICD10CM:S02.69XG
422613,290.1,Dementias,"Fracture of mandible of other specified site, subsequent encounter for fracture with routine healing",ICD10CM,S02.69XD,3.842376333858004,ICD10CM:S02.69XD
422612,290.1,Dementias,"Fracture of mandible of other specified site, initial encounter for open fracture",ICD10CM,S02.69XB,3.842376333858004,ICD10CM:S02.69XB
422611,290.1,Dementias,"Fracture of mandible of other specified site, initial encounter for closed fracture",ICD10CM,S02.69XA,3.842376333858004,ICD10CM:S02.69XA
422610,290.1,Dementias,Fracture of mandible of other specified site,ICD10CM,S02.69,3.842376333858004,ICD10CM:S02.69
422609,290.1,Dementias,"Fracture of alveolus of left mandible, sequela",ICD10CM,S02.672S,3.842376333858004,ICD10CM:S02.672S
422608,290.1,Dementias,"Fracture of alveolus of left mandible, subsequent encounter for fracture with delayed healing",ICD10CM,S02.672G,3.842376333858004,ICD10CM:S02.672G
422607,290.1,Dementias,"Fracture of alveolus of left mandible, subsequent encounter for fracture with routine healing",ICD10CM,S02.672D,3.842376333858004,ICD10CM:S02.672D
422606,290.1,Dementias,"Fracture of alveolus of left mandible, initial encounter for open fracture",ICD10CM,S02.672B,3.842376333858004,ICD10CM:S02.672B
422605,290.1,Dementias,"Fracture of alveolus of left mandible, initial encounter for closed fracture",ICD10CM,S02.672A,3.842376333858004,ICD10CM:S02.672A
422604,290.1,Dementias,Fracture of alveolus of left mandible,ICD10CM,S02.672,3.842376333858004,ICD10CM:S02.672
422603,290.1,Dementias,"Fracture of alveolus of right mandible, sequela",ICD10CM,S02.671S,3.842376333858004,ICD10CM:S02.671S
422602,290.1,Dementias,"Fracture of alveolus of right mandible, subsequent encounter for fracture with delayed healing",ICD10CM,S02.671G,3.842376333858004,ICD10CM:S02.671G
422601,290.1,Dementias,"Fracture of alveolus of right mandible, subsequent encounter for fracture with routine healing",ICD10CM,S02.671D,3.842376333858004,ICD10CM:S02.671D
422600,290.1,Dementias,"Fracture of alveolus of right mandible, initial encounter for open fracture",ICD10CM,S02.671B,3.842376333858004,ICD10CM:S02.671B
